Timestamp,Coin,Currency,Price
2026-05-31 13:23:45,Dog,PKR,0.203258
2026-05-31 13:34:46	Hamster	PKR	4.0921e-08
2026-05-31 13:37:14	Hamster	USD	1.46908e-10
